,Company,Operating_System,Model,RAM(GB),Hard Disk(GB),Price(₹),Rating,Total Reviews,Product Links
954,HP,Windows 11,Victus Ryzen 7 Octa Core 5800H ,16 ,512 ,92990,,,https://www.flipkart.com/hp-victus-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-16-e0361ax-gaming-laptop/p/itma44b5ecd9ac5b?pid=COMGDJPHTHD4JJNG&lid=LSTCOMGDJPHTHD4JJNGFIARZI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_663&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMGDJPHTHD4JJNG.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
955,Lenovo,Windows 11,IdeaPad 3 Ryzen 5 Hexa Core 5500U ,8 ,512 ,44027,4.3,"1,876",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_664&otracker=search&otracker1=search&fm=organic&iid=en_sm8HOv5ojnY0Lc57WFKdHHMjYkMsYTfUiczrssT9gzTRhl2Y3PQ6RtMNeNyTtYA7XjhdVKYLCayQ5D8oXjg7mQ%3D%3D&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
956,HP,Windows 10,Ryzen 5 Hexa Core 5500U ,8 ,512 ,50600,4.3,577,https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15s-eq2040au-thin-light-laptop/p/itmb48cbb4acc5e5?pid=COMG2HCTGZBGJWRY&lid=LSTCOMG2HCTGZBGJWRYRSOZMM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_665&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMG2HCTGZBGJWRY.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
957,DELL,Windows 11,Core i5 12th Gen ,8 ,512 ,89490,,,https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-inspiron-16-2-in-1-2-1-laptop/p/itm0641f2b3a20bf?pid=COMGJ75HSGKRCCSQ&lid=LSTCOMGJ75HSGKRCCSQRNKLAK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_666&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMGJ75HSGKRCCSQ.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
958,DELL,Windows 10,Inspiron 7000 Core i5 10th Gen ,8 ,512 ,62990,3.8,17,https://www.flipkart.com/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-7490-thin-light-laptop/p/itm8fc12f55be7e5?pid=COMFZFVXDCNWSCGZ&lid=LSTCOMFZFVXDCNWSCGZSSEMOW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_667&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMFZFVXDCNWSCGZ.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
959,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 12th Gen ,8 ,512 ,37990,4,64,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm38f812aa1bff7?pid=COMGGR9S3YGZUHDZ&lid=LSTCOMGGR9S3YGZUHDZUYYE1W&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_668&otracker=search&otracker1=search&fm=organic&iid=en_sm8HOv5ojnY0Lc57WFKdHHMjYkMsYTfUiczrssT9gzSlYGWcsU4mqD2o1cEeVleGyj9cgTIoO7i%2FkZWwKZNyuw%3D%3D&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
960,GIGABYTE,Windows 11,G5 KE,16 ,512 ,79990,,,https://www.flipkart.com/gigabyte-g5-ke-52in213sh-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-rc55ke-gaming-laptop/p/itm0ff3bcaef54c1?pid=COMGJS5FTRGHXS8R&lid=LSTCOMGJS5FTRGHXS8RNU1UOK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_669&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMGJS5FTRGHXS8R.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
961,ASUS,Windows 11,ROG Strix Scar 15 (2022) Core i9 12th Gen ,32 ,1 ,229990,4.6,10,https://www.flipkart.com/asus-rog-strix-scar-15-2022-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-g533zw-ln136ws-g533zwz-ln136ws-gaming-laptop/p/itmf11ba838d397e?pid=COMGCZUJVKGPCCYE&lid=LSTCOMGCZUJVKGPCCYEPSSUDZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_670&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMGCZUJVKGPCCYE.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
962,APPLE,Mac OS Monterey,2022 MacBook Pro M2 ,8 ,512 ,132990,4.8,23,https://www.flipkart.com/apple-2022-macbook-pro-m2-8-gb-512-gb-ssd-mac-os-monterey-mnej3hn-a/p/itm16d048c105239?pid=COMGFB2GHYYUVJGF&lid=LSTCOMGFB2GHYYUVJGFISMUCW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_671&otracker=search&otracker1=search&fm=organic&iid=90e9bb83-4443-4c42-95e0-a264cd890a90.COMGFB2GHYYUVJGF.SEARCH&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
963,Lenovo,Windows 11,IdeaPad 3 Intel Core i5 12th Gen ,16 ,512 ,58990,4.2,154,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_28_672&otracker=search&otracker1=search&fm=organic&iid=en_sm8HOv5ojnY0Lc57WFKdHHMjYkMsYTfUiczrssT9gzSvJiWrMepx6qEfILXaoVbJAGsaCFKooXQBY8XkGnzL%2FQ%3D%3D&ppt=None&ppn=None&ssid=3gbuklcx1s0000001685080501403&qH=c06ea84a1e3dc3c6
964,ASUS,Windows 11,Zenbook Pro 14 Duo OLED (2023) Core i9 13th Gen ,32 ,1 ,229990,,,https://www.flipkart.com/asus-zenbook-pro-14-duo-oled-2023-core-i9-13th-gen-32-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-ux8402vu-mz961ws-gaming-laptop/p/itm02681e06532a0?pid=COMGZMKFJQVRBFMJ&lid=LSTCOMGZMKFJQVRBFMJCRQWIO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_673&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGZMKFJQVRBFMJ.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
965,MSI,Windows 11,Core i5 12th Gen ,16 ,512 ,71990,,,https://www.flipkart.com/msi-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-thin-gf63-12ucx-265in-gaming-laptop/p/itme1753e9b1d281?pid=COMGZ4PNVKKPW59C&lid=LSTCOMGZ4PNVKKPW59CY0JADB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_674&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGZ4PNVKKPW59C.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
966,ASUS,Windows 10,ZenBook Pro 15 Core i9 8th Gen ,16 ,1 ,197990,5,4,https://www.flipkart.com/asus-zenbook-pro-15-core-i9-8th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-ux580ge-e2032t-laptop/p/itmf79zfuwfsudzh?pid=COMF79ZYZJYMUFD4&lid=LSTCOMF79ZYZJYMUFD4GLN6D1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_675&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMF79ZYZJYMUFD4.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
967,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,16990,4.1,580,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_676&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pTa0FEgxGjyaBbh4sKFoVNatJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
968,MSI,Windows 11,Core i7 13th Gen ,16 ,1 ,139990,4,4,https://www.flipkart.com/msi-core-i7-13th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-katana-17-b13vfk-253in-gaming-laptop/p/itmb4e7724d62afa?pid=COMGMGSJZA8KBF88&lid=LSTCOMGMGSJZA8KBF88E3JIWH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_677&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGMGSJZA8KBF88.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
969,DELL,,Core i3 11th Gen ,8 ,256 ,56426,,,https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-256-gb-ssd-32-emmc-storage-ubuntu-latitude-3420-business-laptop/p/itmebbfff768eeaa?pid=COMGZBHZTTXGGXXZ&lid=LSTCOMGZBHZTTXGGXXZWJPTI6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_678&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGZBHZTTXGGXXZ.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
970,HP,Windows 10,Ryzen 5 Hexa Core 5500U ,8 ,512 ,50600,4.3,577,https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15s-eq2040au-thin-light-laptop/p/itmb48cbb4acc5e5?pid=COMG2HCTGZBGJWRY&lid=LSTCOMG2HCTGZBGJWRYRSOZMM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_679&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMG2HCTGZBGJWRY.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
971,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 11th Gen ,8 ,512 ,38790,4.2,774,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQMZ1NAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_680&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pRM8PKhmOqgcHr5W1FBvPR5nNA2SUt%2FE3HLRMw1My5ibg%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
972,DELL,Windows 10,Inspiron 7000 Core i5 10th Gen ,8 ,512 ,62990,3.8,17,https://www.flipkart.com/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-7490-thin-light-laptop/p/itm8fc12f55be7e5?pid=COMFZFVXDCNWSCGZ&lid=LSTCOMFZFVXDCNWSCGZSSEMOW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_681&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMFZFVXDCNWSCGZ.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
973,ASUS,Windows 11,Ryzen 5 Dual Core 5th Gen ,8 ,512 ,61990,4.5,12,https://www.flipkart.com/asus-ryzen-5-dual-core-5th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-tuf-a15-fa506ihrb-hn079w-gaming-laptop/p/itm92a046d9b56ea?pid=COMGEWY45BMTDPET&lid=LSTCOMGEWY45BMTDPETIAI7JB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_682&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGEWY45BMTDPET.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
974,Lenovo,Windows 11,Legion 5 Intel Core i7 11th Gen ,16 ,512 ,117990,4.1,66,https://www.flipkart.com/lenovo-legion-5-intel-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ith6-gaming-laptop/p/itm045a8f819de18?pid=COMG62ZCYXBHRFZF&lid=LSTCOMG62ZCYXBHRFZF9GAMB0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_683&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMG62ZCYXBHRFZF.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
975,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,18990,4.1,117,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itm361eee1f998f3?pid=COMGH2NKUSYTW4HN&lid=LSTCOMGH2NKUSYTW4HN4SJNGE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_684&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pSmC1Did04E934ELHw0KuxPP4ppjc%2BT%2FeOgjZrIu1PgKA%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
976,GIGABYTE,Windows 11,G5 KE,16 ,512 ,79990,,,https://www.flipkart.com/gigabyte-g5-ke-52in213sh-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-rc55ke-gaming-laptop/p/itm0ff3bcaef54c1?pid=COMGJS5FTRGHXS8R&lid=LSTCOMGJS5FTRGHXS8RNU1UOK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_685&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGJS5FTRGHXS8R.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
977,DELL,Windows 11,Core i5 12th Gen ,8 ,512 ,89490,,,https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-inspiron-16-2-in-1-2-1-laptop/p/itm0641f2b3a20bf?pid=COMGJ75HSGKRCCSQ&lid=LSTCOMGJ75HSGKRCCSQRNKLAK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_686&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGJ75HSGKRCCSQ.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
978,Lenovo,Windows 11,IdeaPad Slim 3 Core i3 11th Gen ,8 ,512 ,40990,3.9,19,https://www.flipkart.com/lenovo-ideapad-slim-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h701dyin-thin-light-laptop/p/itm1cb768f3bd177?pid=COMGGPC2WJZDHZVB&lid=LSTCOMGGPC2WJZDHZVBMFHAX9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_687&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGGPC2WJZDHZVB.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
979,Lenovo,Windows 11,IdeaPad 3 Ryzen 5 Hexa Core 5500U ,8 ,512 ,44027,4.3,"1,876",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_688&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pSfsBXLP%2FVbVR09x2VeDUmJRJ33944L1YIZDzrJEnaZ2A%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
980,DELL,Windows 11,Inspiron Core i5 11th Gen ,16 ,512 ,57999,4.1,119,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itme54990a6ded82?pid=COMG9QVUUFXRGJGZ&lid=LSTCOMG9QVUUFXRGJGZTGOC9D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_689&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMG9QVUUFXRGJGZ.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
981,ASUS,Windows 11,Zenbook Flip 14 OLED Intel H,16 ,512 ,124990,4,4,https://www.flipkart.com/asus-zenbook-flip-14-oled-intel-h-series-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-up5401za-kn701ws-2-1-laptop/p/itm66214f2997f04?pid=COMGGBGRQGQF5F3D&lid=LSTCOMGGBGRQGQF5F3DSDWJSV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_690&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGGBGRQGQF5F3D.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
982,DELL,Windows 11,Inspiron Core i3 10th Gen ,8 ,256 ,44190,4.3,61,https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmdd6d368a64a8d?pid=COMG9NYDNTXW37SK&lid=LSTCOMG9NYDNTXW37SKDCJ6PJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_691&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMG9NYDNTXW37SK.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
983,Lenovo,Windows 11,IdeaPad 3 Intel Core i3 11th Gen ,8 ,512 ,38990,4.3,"5,242",https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-82h803e6in-thin-light-laptop/p/itmd8891a36fdd7c?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_692&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pSt245thKRT5Wxvsx8uu%2F4ycjVh96SjAIwqwOxHwfxusA%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
984,Lenovo,Windows 11,IdeaPad 3 Intel Core i3 11th Gen ,8 ,512 ,40699,4.1,31,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800lain-laptop/p/itm9f76b5a0fe315?pid=COMGFX4JGJ66DYYG&lid=LSTCOMGFX4JGJ66DYYGEW04IU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_693&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGFX4JGJ66DYYG.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
985,ASUS,,"Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i7 13th Gen ",16 ,1 ,152990,,,https://www.flipkart.com/asus-zenbook-s-13-oled-2023-1-cm-thin-kg-light-intel-evo-core-i7-13th-gen-16-gb-1-tb-ssd-windows-11-home-ux5304va-nq741ws-light-laptop/p/itmd454449ede16c?pid=COMGZDQJRRW29FZS&lid=LSTCOMGZDQJRRW29FZS36U1Z6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_694&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGZDQJRRW29FZS.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
986,Lenovo,Windows 11,Legion 5 Pro Ryzen 7 Octa Core 5800H ,32 ,1 ,179990,,,https://www.flipkart.com/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-16ach6h-gaming-laptop/p/itme5c613d68b253?pid=COMGKC6YZAXJVCDF&lid=LSTCOMGKC6YZAXJVCDFKHGRBI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_695&otracker=search&otracker1=search&fm=organic&iid=8d94679e-b33f-4615-92d7-b5563e95a401.COMGKC6YZAXJVCDF.SEARCH&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
987,Lenovo,Windows 11,IdeaPad 3 Intel Core i5 12th Gen ,16 ,512 ,58990,4.2,154,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_29_696&otracker=search&otracker1=search&fm=organic&iid=en_fHveop3Ndv3qyLDSOAenkmGUyzbmSQYzRwwIEF3l6pT7LXjo%2FqGW4sE9kl4nI8cKAGsaCFKooXQBY8XkGnzL%2FQ%3D%3D&ppt=None&ppn=None&ssid=nhhfwz6tq80000001685080503163&qH=c06ea84a1e3dc3c6
988,Lenovo,Windows 11,Legion 5 Intel Core i7 11th Gen ,16 ,512 ,117990,4.1,66,https://www.flipkart.com/lenovo-legion-5-intel-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ith6-gaming-laptop/p/itm045a8f819de18?pid=COMG62ZCYXBHRFZF&lid=LSTCOMG62ZCYXBHRFZF9GAMB0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_30_697&otracker=search&otracker1=search&fm=organic&iid=47fd1374-8869-4d08-b83f-dfc3a2d2c116.COMG62ZCYXBHRFZF.SEARCH&ppt=None&ppn=None&ssid=9xdurv1r5s0000001685080505003&qH=c06ea84a1e3dc3c6
989,MSI,Windows 11,Core i7 13th Gen ,16 ,1 ,129990,,,https://www.flipkart.com/msi-core-i7-13th-gen-16-gb-1-tb-ssd-windows-11-home-prestige-16evo-a13m-266in-laptop/p/itmd7c41894c3860?pid=COMGMV6V9Z46EJ3U&lid=LSTCOMGMV6V9Z46EJ3URUSHVD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_30_698&otracker=search&otracker1=search&fm=organic&iid=47fd1374-8869-4d08-b83f-dfc3a2d2c116.COMGMV6V9Z46EJ3U.SEARCH&ppt=None&ppn=None&ssid=9xdurv1r5s0000001685080505003&qH=c06ea84a1e3dc3c6
990,MICROSOFT,Windows 10,Surface Laptop 3 Ryzen 5 Quad Core 3580U ,8 ,128 ,99990,3.8,9,https://www.flipkart.com/microsoft-surface-laptop-3-ryzen-5-quad-core-3580u-8-gb-128-gb-ssd-windows-10-home-1873/p/itmb50db2d53ccf4?pid=COMFQFG9VFZ3BMHD&lid=LSTCOMFQFG9VFZ3BMHDSLENB0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_30_699&otracker=search&otracker1=search&fm=organic&iid=47fd1374-8869-4d08-b83f-dfc3a2d2c116.COMFQFG9VFZ3BMHD.SEARCH&ppt=None&ppn=None&ssid=9xdurv1r5s0000001685080505003&qH=c06ea84a1e3dc3c6
991,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,16990,4.1,580,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_30_700&otracker=search&otracker1=search&fm=organic&iid=en_oZwlVq9UHRH7L17sulE4yIWVRILiCINxTRoCVbNXc2fCK0ortK885TG%2Bt242yTrxtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt=None&ppn=None&ssid=9xdurv1r5s0000001685080505003&qH=c06ea84a1e3dc3c6
